,status_group,amount_tsh,count_month,funder,gps_height,installer,basin,public_meeting,permit,construction_year,extraction_type_class,management,payment,quality_group,quantity,source,source_class,missing_construction_year
38984,0,250.0,4,2,1166.0,4,1,2,1,2000.0,2,9,4,5,3,6,0,True
9449,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
2271,0,250.0,4,9,1166.0,4,8,2,2,2000.0,5,9,1,5,0,7,2,True
53688,2,25.0,3,6,710.0,1,2,2,2,2008.0,0,8,4,5,3,6,0,False
24680,0,250.0,4,6,269.0,4,3,2,2,1998.0,3,9,1,5,0,8,0,False
7223,0,50.0,4,6,1166.0,4,0,2,2,2009.0,0,5,4,5,3,3,2,False
43907,2,250.0,4,6,285.0,4,3,2,2,2002.0,3,9,3,5,2,8,0,False
47391,2,250.0,4,2,394.0,1,0,2,2,2010.0,3,9,1,2,0,8,0,False
39847,1,250.0,4,6,1166.0,4,3,2,2,2000.0,2,9,4,5,0,6,0,True
57252,2,250.0,4,6,1722.0,1,5,1,2,2008.0,5,9,1,5,3,1,0,False
51459,2,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,3,5,3,1,0,True
31594,0,250.0,3,6,1166.0,1,1,2,1,2000.0,3,2,3,5,3,8,0,True
20203,1,250.0,3,6,1922.0,1,1,2,2,2012.0,5,9,0,5,0,3,2,False
18610,0,1000.0,4,6,1732.0,1,3,2,2,1986.0,3,9,2,5,4,6,0,False
24993,1,250.0,3,6,1625.0,4,1,2,0,1990.0,2,9,3,5,0,6,0,False
25137,1,250.0,4,6,1166.0,4,3,2,2,2000.0,5,6,2,5,0,3,2,True
39066,0,250.0,3,6,261.0,4,4,2,2,1977.0,5,9,1,5,4,1,0,False
18993,2,20.0,3,6,1671.0,4,1,2,2,2003.0,0,9,4,5,3,7,2,False
49644,1,250.0,3,6,1166.0,1,5,0,1,2000.0,5,7,3,5,2,7,2,True
11838,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,0,8,0,True
35301,2,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,0,8,0,True
19530,2,250.0,4,6,1166.0,1,2,2,2,2007.0,5,9,1,4,3,4,1,False
28123,1,250.0,4,6,1166.0,4,0,2,2,2000.0,5,9,5,5,0,1,0,True
7373,0,500.0,3,6,501.0,4,2,2,2,2013.0,5,9,2,5,3,3,2,False
49219,1,250.0,4,6,1166.0,4,7,1,1,2000.0,5,2,0,5,3,3,2,True
56937,1,250.0,4,7,1174.0,1,8,2,2,1999.0,4,9,1,5,0,1,0,False
14041,1,250.0,3,6,1164.0,4,5,2,1,1998.0,5,8,2,5,3,3,2,False
49524,0,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,3,5,3,1,0,True
23669,1,250.0,3,6,1437.0,4,5,2,2,1990.0,5,9,2,5,0,3,2,False
56899,0,250.0,4,2,1166.0,3,8,2,2,2000.0,0,9,3,3,4,0,2,True
34589,0,250.0,4,6,277.0,4,2,2,1,1990.0,4,9,1,5,0,8,0,False
54949,2,250.0,3,2,1710.0,4,5,2,2,2009.0,3,9,1,3,3,6,0,False
3797,2,250.0,3,3,1166.0,4,5,2,2,2000.0,3,2,3,1,3,8,0,True
49999,0,250.0,3,6,1873.0,4,6,2,2,1986.0,5,9,1,5,4,3,2,False
35277,1,600.0,3,6,817.0,1,5,2,2,2009.0,5,9,2,5,3,3,2,False
54272,0,250.0,3,2,1067.0,4,2,2,2,1974.0,5,4,1,5,3,1,0,False
34456,2,250.0,4,6,1166.0,4,7,1,1,2000.0,5,2,0,5,3,3,2,True
29996,1,250.0,4,6,1166.0,4,3,1,2,2000.0,5,8,1,5,2,3,2,True
42967,1,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
26413,0,250.0,3,6,988.0,1,4,2,2,1978.0,5,9,1,5,3,2,2,False
23246,0,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,3,1,0,True
58964,2,20.0,3,6,1093.0,4,2,2,2,2009.0,5,8,2,5,3,1,0,False
30517,1,250.0,4,2,1450.0,1,2,2,2,1972.0,5,9,1,5,3,1,0,False
47798,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,1,0,True
50339,2,250.0,3,9,1138.0,4,8,0,1,2011.0,5,1,3,5,2,7,2,False
20288,1,250.0,3,5,1565.0,3,5,2,2,2009.0,5,8,2,5,3,3,2,False
2256,0,250.0,4,6,55.0,1,0,2,2,2009.0,4,9,1,5,0,8,0,False
5779,0,250.0,4,0,1166.0,4,0,2,1,2000.0,0,9,4,0,4,6,0,True
49152,2,7.0,3,6,1316.0,7,2,2,2,2008.0,5,8,4,5,3,1,0,False
38684,2,200.0,4,4,215.0,9,3,2,2,1979.0,3,9,2,5,0,8,0,False
42412,0,250.0,3,6,1115.0,4,1,2,1,2008.0,0,9,1,5,3,6,0,False
54533,2,100.0,4,6,752.0,4,3,2,2,2010.0,5,9,2,5,3,3,2,False
56050,0,250.0,4,7,1166.0,1,8,2,2,2000.0,4,9,3,3,4,8,0,True
57764,2,25.0,3,6,679.0,1,2,2,2,2008.0,0,8,4,5,3,6,0,False
34720,2,5.0,3,6,1031.0,1,2,2,2,2007.0,5,8,4,5,3,3,2,False
56875,2,10.0,3,6,1713.0,4,1,2,2,2009.0,5,9,4,1,2,3,2,False
18590,0,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,1,5,4,8,0,True
11305,1,2000.0,3,2,1608.0,1,5,2,1,2002.0,5,8,0,5,3,1,0,False
44232,2,250.0,4,2,1224.0,1,2,2,2,2008.0,5,9,1,5,3,1,0,False
12785,0,250.0,3,7,1319.0,1,8,2,2,1995.0,3,2,3,0,3,6,0,False
52206,2,250.0,4,6,1166.0,4,3,2,2,2000.0,5,2,0,5,3,3,2,True
34877,1,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,1,0,3,8,0,True
24299,1,250.0,3,2,1568.0,1,2,1,2,1972.0,5,9,1,5,0,1,0,False
58558,1,10.0,4,6,431.0,4,0,2,2,1998.0,0,2,4,5,3,6,0,False
18840,0,20.0,3,2,324.0,4,4,2,1,1979.0,2,9,4,3,4,6,0,False
49157,2,250.0,4,2,1166.0,1,8,2,2,2000.0,5,9,1,5,3,3,2,True
21825,1,250.0,4,6,1166.0,1,5,0,2,2000.0,3,2,3,0,3,8,0,True
45804,0,250.0,3,6,1305.0,4,1,2,0,1960.0,2,9,3,3,4,6,0,False
6690,0,250.0,3,2,1313.0,1,2,1,2,1974.0,5,9,3,5,0,1,0,False
817,1,500.0,4,6,1576.0,4,3,2,2,1975.0,5,6,2,5,0,3,2,False
34904,2,5.0,3,6,1376.0,7,2,2,2,2006.0,5,8,4,5,3,1,0,False
39874,0,4000.0,4,2,212.0,4,2,2,1,1971.0,0,9,2,0,0,3,2,False
44420,1,250.0,3,6,1277.0,4,8,0,2,1998.0,3,7,1,5,3,8,0,False
35577,2,20.0,3,6,700.0,1,2,2,2,1975.0,5,9,4,5,0,1,0,False
32332,2,12000.0,3,6,1002.0,1,7,2,2,2002.0,5,9,5,5,3,3,2,False
22480,0,250.0,4,7,1249.0,1,8,2,2,1991.0,3,9,1,5,0,8,0,False
30819,2,250.0,4,6,496.0,1,0,2,2,1980.0,3,9,1,0,3,8,0,False
537,0,250.0,4,2,495.0,9,0,2,2,1982.0,5,9,1,5,3,3,2,False
22365,1,250.0,3,2,1556.0,3,1,0,2,1990.0,2,7,3,3,0,6,0,False
52656,2,250.0,4,5,1166.0,1,5,0,1,2000.0,3,2,3,1,0,8,0,True
14399,2,500.0,3,1,49.0,4,4,2,2,1988.0,0,9,2,5,3,6,0,False
17429,0,250.0,3,6,1001.0,1,7,2,1,1997.0,4,2,3,3,1,8,0,False
823,2,250.0,3,6,1610.0,4,2,2,2,2002.0,5,4,2,5,0,7,2,False
41681,0,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,3,5,3,1,0,True
50545,2,250.0,4,6,1166.0,4,1,2,2,2000.0,3,9,1,5,3,8,0,True
55593,0,250.0,3,6,39.0,4,4,2,2,1982.0,4,5,1,5,0,8,0,False
37084,1,2000.0,3,6,1501.0,4,5,2,2,1991.0,4,9,5,5,3,1,0,False
24455,2,250.0,4,6,1166.0,1,1,2,1,2000.0,3,2,3,5,3,8,0,True
11815,2,250.0,4,6,242.0,4,3,2,2,2005.0,5,9,1,5,0,3,2,False
10153,2,1200.0,4,2,1100.0,0,3,2,2,1990.0,5,6,5,5,3,1,0,False
54704,0,250.0,3,6,151.0,4,4,2,2,1978.0,0,9,3,5,3,6,0,False
17423,2,250.0,4,6,2039.0,4,3,2,2,2010.0,5,9,0,5,3,1,0,False
51558,2,250.0,3,6,1986.0,4,8,2,1,2011.0,5,1,1,5,2,7,2,False
50444,2,250.0,4,6,1166.0,4,5,2,1,2000.0,3,2,3,5,3,8,0,True
51729,2,250.0,3,10,2192.0,4,1,1,0,2001.0,5,9,0,5,0,3,2,False
16142,1,20.0,4,2,380.0,9,0,1,2,1974.0,5,9,4,5,0,3,2,False
32551,0,2400.0,4,8,1554.0,1,3,2,2,2000.0,5,9,5,5,0,1,0,True
15260,0,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,4,8,0,True
21819,1,250.0,4,6,1166.0,1,1,2,1,2000.0,5,9,1,5,2,1,0,True
22158,1,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
58895,1,5000.0,4,8,1325.0,4,3,2,2,1987.0,5,9,5,5,3,1,0,False
57108,2,250.0,4,2,1166.0,1,8,2,2,2000.0,5,9,1,5,3,1,0,True
56393,1,200.0,4,6,1602.0,4,3,2,2,1999.0,5,9,2,5,0,1,0,False
22508,2,250.0,3,5,1166.0,1,8,2,2,2000.0,0,3,4,5,3,0,2,True
45683,0,250.0,4,6,1828.0,4,2,2,2,1998.0,5,9,1,5,3,1,0,False
56289,1,600.0,3,6,814.0,1,5,2,2,2009.0,5,9,2,5,3,3,2,False
41406,0,250.0,4,2,177.0,1,2,2,1,1981.0,4,9,1,0,0,8,0,False
27157,2,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
47280,1,250.0,4,6,1166.0,0,0,2,1,2000.0,5,9,1,5,0,1,0,True
4953,2,250.0,3,6,-14.0,4,4,2,2,2012.0,3,9,3,0,0,6,0,False
34139,1,1000.0,4,4,167.0,1,0,2,2,1997.0,3,9,5,0,3,8,0,False
56910,1,5000.0,3,6,1195.0,4,6,2,2,1986.0,3,9,5,0,0,6,0,False
31627,0,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
53039,2,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,3,7,2,True
5067,2,250.0,4,6,1166.0,1,5,2,2,2000.0,3,9,1,5,2,8,0,True
55270,1,250.0,4,0,1138.0,1,6,1,2,2008.0,5,10,1,5,3,1,0,False
5208,2,200.0,3,6,629.0,4,2,2,2,2009.0,5,9,2,5,3,1,0,False
14178,2,250.0,3,6,1095.0,4,1,2,2,2005.0,5,9,0,5,0,3,2,False
7646,2,500.0,4,4,402.0,1,3,2,2,1996.0,5,2,2,5,3,3,2,False
17316,2,250.0,3,6,1312.0,4,5,2,2,2001.0,5,8,2,5,0,1,0,False
54946,0,250.0,3,2,1349.0,4,2,2,2,1980.0,5,4,2,5,0,1,0,False
34443,1,250.0,4,6,1670.0,4,7,2,1,1998.0,5,9,1,5,3,1,0,False
14006,1,250.0,4,6,1159.0,4,8,2,2,2000.0,4,9,1,5,0,1,0,True
8537,0,250.0,3,2,1411.0,4,2,2,2,1975.0,5,4,2,5,3,1,0,False
8227,1,250.0,3,9,1166.0,4,5,0,2,2000.0,5,9,3,5,2,7,2,True
54826,1,250.0,3,6,295.0,4,4,2,2,1975.0,5,6,1,5,3,1,0,False
24765,1,250.0,3,3,1566.0,4,2,2,2,2003.0,5,9,1,5,0,3,2,False
3757,0,250.0,3,3,1166.0,1,5,1,1,2000.0,3,1,1,5,2,8,0,True
52633,2,20.0,4,6,379.0,4,0,1,2,2009.0,0,5,4,0,3,6,0,False
15212,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,1,0,True
17442,2,250.0,4,6,576.0,4,0,2,2,1980.0,3,9,1,5,3,8,0,False
53921,2,250.0,3,6,1588.0,4,8,0,2,2003.0,5,2,3,5,2,7,2,False
27094,2,1200.0,3,2,1240.0,1,5,2,2,1977.0,5,8,5,5,3,3,2,False
12567,2,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
38981,0,250.0,3,6,178.0,4,4,2,2,1985.0,4,9,1,0,4,8,0,False
4607,2,250.0,4,6,1166.0,1,8,2,2,2000.0,3,9,5,5,3,8,0,True
13775,2,250.0,4,6,1166.0,4,5,2,2,2000.0,3,9,1,0,2,8,0,True
27322,0,250.0,3,0,1181.0,4,6,2,2,2011.0,4,3,1,5,3,6,0,False
1843,0,3600.0,4,2,1983.0,1,3,2,2,1975.0,5,9,5,5,4,1,0,False
25545,0,250.0,4,6,152.0,9,0,2,2,1985.0,4,9,1,5,2,8,0,False
51289,1,250.0,3,6,1166.0,1,5,2,2,2000.0,3,9,1,5,3,8,0,True
34837,2,250.0,3,5,1376.0,1,8,2,1,2006.0,3,2,1,5,3,8,0,False
36892,1,250.0,3,6,1166.0,4,1,2,2,2000.0,2,2,4,5,0,8,0,True
39178,2,500.0,4,6,1741.0,1,3,2,2,2009.0,5,6,2,5,3,3,2,False
32900,0,250.0,4,6,1166.0,4,0,2,2,2000.0,3,9,1,5,3,8,0,True
27846,2,250.0,4,7,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
30060,0,250.0,3,6,-3.0,4,4,2,2,2000.0,2,9,3,5,3,6,0,False
20298,2,250.0,3,10,1108.0,4,2,2,2,2012.0,5,9,1,5,0,1,0,False
52973,1,250.0,3,2,1110.0,3,5,2,2,1976.0,5,8,2,5,3,3,2,False
12738,1,250.0,4,7,1166.0,1,8,2,2,2000.0,5,9,1,5,0,1,0,True
28457,1,100.0,3,2,779.0,4,2,2,1,1961.0,0,9,4,5,0,6,0,False
42734,2,250.0,3,6,-24.0,1,4,0,2,2010.0,0,7,3,5,3,6,0,False
5700,0,250.0,3,6,408.0,4,4,2,1,1985.0,4,9,3,3,4,8,0,False
53281,0,1000.0,4,6,1774.0,4,2,2,2,1989.0,5,9,2,5,3,1,0,False
49796,2,250.0,4,8,1166.0,1,6,2,2,2000.0,5,9,0,5,0,3,2,True
48086,1,250.0,4,6,1166.0,0,1,2,1,2000.0,2,5,4,5,0,6,0,True
35715,2,250.0,4,2,454.0,9,2,2,1,1972.0,5,9,1,5,0,3,2,False
48293,1,250.0,3,6,1260.0,1,1,2,2,2003.0,5,9,1,5,3,1,0,False
37328,1,250.0,3,6,1166.0,4,1,1,1,2000.0,4,5,4,0,0,8,0,True
24718,1,250.0,3,6,1166.0,1,8,1,1,2000.0,3,1,1,5,3,8,0,True
31074,0,250.0,3,6,1166.0,4,5,1,2,2000.0,3,9,1,5,3,6,0,True
11551,1,250.0,4,6,1438.0,1,6,2,2,1984.0,3,9,1,5,3,6,0,False
6964,0,250.0,4,6,1629.0,1,6,2,1,1984.0,4,9,1,5,3,8,0,False
4136,2,250.0,3,2,1322.0,1,1,2,2,2009.0,5,9,1,5,3,1,0,False
40623,0,250.0,3,2,1448.0,1,2,2,2,2002.0,5,9,1,5,0,1,0,False
7570,2,250.0,3,6,1166.0,4,5,2,2,2000.0,2,9,4,5,3,6,0,True
15216,0,250.0,4,10,1166.0,8,6,2,1,2000.0,4,9,0,5,3,8,0,True
2760,0,250.0,3,6,413.0,4,4,2,2,1982.0,2,9,3,0,3,6,0,False
3065,2,300.0,4,8,761.0,4,3,2,2,1985.0,5,9,2,5,3,1,0,False
30537,2,250.0,4,2,184.0,1,2,2,1,2008.0,3,9,1,0,0,8,0,False
11192,0,1000.0,3,6,1326.0,4,2,2,2,2009.0,5,9,5,5,3,1,0,False
57570,2,250.0,4,6,1166.0,4,1,1,2,2000.0,0,3,4,4,0,2,2,True
57540,0,20.0,4,9,75.0,1,2,1,1,2008.0,0,9,4,0,0,6,0,False
39313,2,250.0,3,6,1401.0,4,8,2,1,2006.0,3,2,1,5,3,8,0,False
14547,1,200.0,3,6,979.0,1,5,2,2,1984.0,5,9,2,5,3,1,0,False
45745,1,250.0,4,6,1741.0,4,2,2,2,1985.0,5,9,1,5,3,1,0,False
7948,1,250.0,3,2,634.0,3,2,2,2,1967.0,5,9,1,5,3,3,2,False
27401,1,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,3,1,0,True
8743,1,250.0,3,2,1299.0,1,2,1,2,1972.0,5,9,1,5,0,1,0,False
45943,0,250.0,4,0,1166.0,4,0,2,2,2000.0,3,9,1,5,3,8,0,True
41991,0,250.0,4,6,287.0,4,3,2,2,2007.0,3,7,1,4,0,8,0,False
58499,2,500.0,4,4,249.0,1,3,2,2,1994.0,3,9,2,5,3,8,0,False
30701,0,9000.0,3,6,477.0,4,2,2,0,2012.0,4,9,3,0,3,6,0,False
19762,1,250.0,4,3,1166.0,4,8,2,2,2000.0,5,9,1,5,0,1,0,True
52086,0,250.0,3,2,509.0,3,2,2,0,1967.0,5,9,1,5,3,3,2,False
37096,1,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,1,5,2,3,2,True
23895,2,250.0,3,6,1460.0,4,1,2,2,2003.0,3,2,1,5,0,8,0,False
4344,0,250.0,3,6,1397.0,2,1,2,2,1986.0,4,9,1,5,3,8,0,False
6428,1,250.0,3,6,1364.0,4,8,1,2,2004.0,3,2,1,4,0,8,0,False
3140,0,250.0,4,2,413.0,9,2,2,1,1970.0,5,9,1,5,3,3,2,False
55843,0,250.0,3,2,1166.0,3,1,2,1,2000.0,5,9,3,5,3,3,2,True
48334,2,250.0,4,6,1166.0,4,1,2,1,2000.0,3,2,1,5,0,8,0,True
25481,2,250.0,3,6,1517.0,4,8,0,0,2009.0,0,5,3,0,3,6,0,False
26045,0,250.0,4,2,1964.0,4,3,2,2,1975.0,5,9,1,5,4,3,2,False
39205,2,30.0,4,2,629.0,4,2,2,1,2006.0,0,9,4,5,3,3,2,False
47145,1,250.0,4,6,1166.0,4,8,0,2,2000.0,3,9,1,0,0,8,0,True
53320,2,250.0,3,6,1733.0,4,1,2,2,2011.0,5,9,1,5,0,1,0,False
42350,2,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,3,5,2,8,0,True
17020,0,250.0,3,6,1538.0,4,1,1,0,2000.0,5,9,1,5,0,1,0,False
50101,2,250.0,3,6,1554.0,4,2,2,2,2012.0,5,8,3,5,3,1,0,False
51074,2,250.0,4,8,1824.0,4,7,2,1,1992.0,5,9,0,5,3,1,0,False
42109,0,250.0,3,8,477.0,6,7,0,2,1992.0,5,9,3,5,4,1,0,False
47072,1,250.0,3,6,1178.0,4,2,2,2,1971.0,0,9,1,0,3,6,0,False
1950,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,3,2,True
58425,1,250.0,3,6,861.0,4,1,1,0,1990.0,5,9,1,5,3,1,0,False
54083,1,500.0,3,6,1326.0,4,5,2,1,2003.0,5,9,0,5,3,3,2,False
27911,1,250.0,4,6,48.0,4,3,2,1,2002.0,4,9,1,5,2,8,0,False
32548,1,2000.0,3,9,345.0,4,4,2,1,2010.0,3,9,5,0,3,8,0,False
20704,0,500.0,4,4,255.0,9,3,2,2,2002.0,3,9,2,5,0,8,0,False
53540,0,500.0,4,2,1469.0,1,2,2,2,1988.0,5,9,2,5,3,1,0,False
31706,2,5000.0,4,6,1361.0,1,7,2,1,2009.0,5,9,5,5,3,1,0,False
49786,2,250.0,4,10,1166.0,8,6,1,1,2000.0,3,9,1,5,2,8,0,True
42763,1,250.0,3,2,1246.0,1,1,2,2,2000.0,5,9,1,5,0,1,0,False
25056,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,0,8,0,True
11386,0,250.0,4,6,1166.0,1,5,2,2,2000.0,3,9,0,5,3,8,0,True
31300,2,40.0,4,2,371.0,1,2,2,1,2009.0,0,9,4,5,3,3,2,False
52455,0,250.0,3,6,1084.0,4,1,0,2,2006.0,5,7,3,3,1,1,0,False
43342,2,250.0,4,2,1166.0,1,8,2,2,2000.0,2,9,1,5,3,6,0,True
53361,0,250.0,4,2,-17.0,1,3,2,2,1974.0,2,9,1,5,3,6,0,False
19308,0,250.0,4,2,1166.0,9,8,2,2,2000.0,0,9,1,5,0,1,0,True
36376,0,20.0,3,6,775.0,4,2,2,2,2004.0,5,3,4,5,0,1,0,False
781,2,250.0,3,5,1166.0,4,1,2,2,2000.0,3,2,1,5,0,8,0,True
30664,2,250.0,3,9,787.0,4,3,1,1,2012.0,5,1,1,5,2,7,2,False
16234,0,250.0,3,6,22.0,4,0,2,1,1970.0,2,9,1,0,4,6,0,False
52163,0,1200.0,4,8,1676.0,1,3,2,2,2000.0,5,9,5,5,3,1,0,True
58189,0,250.0,3,6,1545.0,4,8,0,2,1994.0,5,1,3,5,2,7,2,False
21601,2,50.0,4,6,86.0,1,0,2,2,2010.0,2,5,4,5,0,3,2,False
3125,2,1000.0,3,9,1072.0,4,2,2,2,2007.0,5,8,2,5,0,1,0,False
45959,2,20.0,4,6,259.0,4,2,2,1,1978.0,3,9,1,5,0,8,0,False
32013,2,250.0,4,6,1166.0,4,8,2,1,2000.0,3,9,1,5,3,8,0,True
15428,2,50.0,4,6,222.0,4,0,1,2,2007.0,0,5,4,5,3,3,2,False
15784,0,250.0,4,6,1166.0,1,6,2,2,2000.0,5,9,1,5,0,3,2,True
23152,0,500.0,4,4,255.0,9,3,2,2,2002.0,3,9,2,5,0,8,0,False
58642,0,100.0,3,6,1209.0,4,8,2,1,1989.0,3,9,2,3,3,8,0,False
8110,2,50.0,3,6,205.0,4,4,2,2,2006.0,0,9,4,5,3,6,0,False
38230,0,250.0,4,6,344.0,4,0,2,2,2010.0,0,9,1,0,4,6,0,False
42504,1,25.0,3,2,874.0,3,2,2,2,2005.0,0,3,4,0,0,6,0,False
57165,2,1000.0,4,10,1673.0,0,7,2,1,2003.0,5,9,5,5,3,1,0,False
3658,2,500.0,4,1,1608.0,1,3,2,2,1984.0,5,6,2,5,3,3,2,False
43575,2,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,2,5,3,8,0,True
41005,2,250.0,4,7,1166.0,4,8,2,2,2000.0,3,6,2,5,0,8,0,True
3580,2,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,1,0,True
26662,2,250.0,4,6,1166.0,4,3,2,1,2000.0,5,2,0,5,3,3,2,True
39024,1,250.0,3,2,1062.0,1,2,2,2,2001.0,5,9,1,5,3,1,0,False
55580,2,250.0,3,6,1589.0,4,5,2,1,1996.0,4,9,1,5,3,1,0,False
39262,0,250.0,4,6,1340.0,4,3,1,2,1964.0,5,9,1,5,4,1,0,False
23453,1,3600.0,3,2,910.0,1,5,2,2,1979.0,5,9,5,5,3,3,2,False
39705,0,70.0,3,6,186.0,4,4,2,2,1978.0,0,9,4,5,3,6,0,False
50033,0,250.0,3,6,1267.0,4,2,2,2,2003.0,5,9,3,5,0,3,2,False
23041,1,250.0,3,6,1356.0,1,8,1,1,2000.0,3,2,3,0,3,8,0,False
33341,2,250.0,4,6,1166.0,4,8,2,2,2000.0,3,2,1,5,2,8,0,True
26300,2,250.0,4,1,1290.0,1,3,2,1,1980.0,5,9,1,5,3,3,2,False
23223,1,600.0,3,6,1015.0,1,5,2,2,2008.0,5,9,2,5,3,3,2,False
3051,0,250.0,3,7,1551.0,4,8,0,2,1991.0,3,2,3,5,3,8,0,False
30837,1,250.0,3,3,499.0,4,2,2,0,2011.0,5,9,1,5,0,7,2,False
55943,0,250.0,4,7,1144.0,1,8,2,2,1995.0,4,9,1,5,0,8,0,False
25982,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,3,2,True
57026,1,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,1,5,0,1,0,True
14982,0,250.0,4,6,-16.0,1,2,2,1,2000.0,4,9,1,5,0,8,0,True
29581,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,3,2,True
9014,0,500.0,3,6,1054.0,4,7,2,2,2012.0,5,9,2,5,4,3,2,False
32498,2,50.0,3,6,353.0,4,4,2,1,2000.0,3,9,4,0,3,6,0,True
35407,0,500.0,3,6,495.0,4,2,2,2,2013.0,5,9,2,5,3,3,2,False
19146,1,250.0,4,0,195.0,4,0,2,2,2001.0,5,9,1,5,2,2,2,False
2021,1,250.0,3,3,1166.0,4,5,2,2,2000.0,3,2,3,5,3,8,0,True
25020,1,250.0,4,2,1772.0,1,3,2,2,1974.0,5,9,0,5,3,3,2,False
30430,1,250.0,3,2,1209.0,1,1,2,2,1974.0,5,9,1,5,0,1,0,False
41836,1,500.0,3,6,1010.0,9,5,2,2,1982.0,5,9,2,5,3,3,2,False
12431,1,250.0,4,6,1166.0,1,1,2,1,2000.0,5,9,1,5,3,1,0,True
110,0,250.0,3,6,1295.0,4,2,2,2,2004.0,5,9,3,2,0,3,2,False
45705,1,250.0,4,7,1166.0,4,8,2,2,2000.0,5,9,2,5,3,3,2,True
34223,0,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,1,5,3,8,0,True
47876,0,500.0,4,6,2088.0,4,3,2,1,2003.0,0,9,2,5,3,3,2,False
47497,2,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,3,8,0,True
19218,1,200.0,3,6,1590.0,4,2,2,2,2004.0,5,9,2,5,0,3,2,False
48116,1,30.0,3,6,1548.0,4,1,2,2,2006.0,2,2,4,5,3,6,0,False
27334,1,3000.0,4,6,873.0,1,6,2,2,1987.0,5,9,5,5,3,1,0,False
32153,0,250.0,4,2,1166.0,4,1,2,1,2000.0,5,9,1,5,3,1,0,True
40185,0,250.0,4,6,1171.0,1,6,2,2,1994.0,4,9,5,5,3,5,0,False
12253,1,250.0,4,10,1166.0,8,7,2,1,2000.0,3,9,0,5,3,8,0,True
37839,1,1000.0,3,2,700.0,3,2,2,2,1974.0,5,9,2,5,0,1,0,False
50657,2,2.0,3,0,1277.0,1,1,2,2,2012.0,5,9,4,5,3,1,0,False
13104,0,250.0,3,0,1226.0,4,2,2,2,2012.0,4,3,1,5,3,6,0,False
35110,2,250.0,4,6,1166.0,4,0,2,2,2000.0,2,9,4,5,0,6,0,True
37105,2,250.0,4,6,1166.0,4,1,2,1,2000.0,3,9,0,0,3,6,0,True
44501,0,300.0,3,6,1205.0,4,2,2,1,2007.0,5,9,2,5,0,1,0,False
26794,2,25.0,3,6,708.0,1,2,2,2,2008.0,0,8,4,5,3,6,0,False
4110,0,250.0,3,2,1079.0,1,5,1,2,1974.0,4,9,3,5,4,8,0,False
43903,1,250.0,3,6,846.0,4,2,2,1,2003.0,5,5,1,5,3,7,2,False
37443,0,250.0,4,6,14.0,1,3,2,2,2003.0,2,8,1,5,3,6,0,False
35246,1,200.0,3,6,1087.0,4,5,2,2,2006.0,5,9,2,5,3,3,2,False
10288,2,250.0,4,2,45.0,3,2,2,2,2011.0,4,9,1,5,3,8,0,False
55683,0,250.0,3,6,1615.0,4,1,2,0,2000.0,4,9,3,3,4,8,0,False
46392,0,250.0,3,6,1160.0,5,8,1,1,1983.0,0,9,1,5,3,0,2,False
20235,0,10.0,3,6,566.0,4,4,2,1,1988.0,0,9,4,5,0,6,0,False
9539,0,500.0,3,6,513.0,4,2,2,2,1967.0,5,9,2,5,3,3,2,False
2353,2,1200.0,4,6,1794.0,1,3,2,2,2000.0,5,9,5,5,3,1,0,True
