,status_group,amount_tsh,count_month,funder,gps_height,installer,basin,public_meeting,permit,construction_year,extraction_type_class,management,payment,quality_group,quantity,source,source_class,missing_construction_year
61874,3,1000.0,3,8,1033.0,1,7,2,2,1990.0,3,9,2,5,3,8,0,False
61875,3,250.0,3,2,141.0,4,4,1,1,1986.0,3,9,1,0,0,6,0,False
61876,3,2000.0,4,8,931.0,4,3,2,2,1992.0,5,6,5,5,3,1,0,False
61877,3,250.0,3,3,1373.0,4,1,2,2,2012.0,5,6,3,5,3,1,0,False
61878,3,250.0,3,6,1392.0,4,2,2,1,2008.0,5,6,3,5,0,7,2,False
61879,3,250.0,3,6,1688.0,4,5,2,2,1996.0,3,9,1,5,3,8,0,False
61880,3,250.0,3,2,979.0,1,5,1,2,1997.0,5,9,3,5,0,3,2,False
61881,3,250.0,4,6,53.0,4,0,2,1,2004.0,0,5,1,5,3,6,0,False
61882,3,250.0,4,6,1166.0,4,8,0,1,2000.0,4,9,3,5,4,8,0,True
61883,3,10.0,3,6,1665.0,4,1,2,2,2012.0,5,8,4,5,0,1,0,False
61884,3,250.0,4,2,1166.0,4,1,2,2,2000.0,2,9,4,5,0,6,0,True
61885,3,250.0,3,2,1166.0,9,8,2,1,2000.0,4,7,1,5,3,8,0,True
61886,3,500.0,4,6,538.0,4,0,2,2,2010.0,3,9,0,5,0,8,0,False
61887,3,50.0,3,2,-13.0,1,4,0,2,2010.0,0,2,4,0,3,6,0,False
61888,3,250.0,3,6,1056.0,1,5,2,2,2003.0,3,9,3,1,3,8,0,False
61889,3,250.0,4,8,1166.0,6,6,2,2,2000.0,5,2,0,5,3,3,2,True
61890,3,300.0,3,6,817.0,1,5,2,2,2006.0,5,9,2,5,3,1,0,False
61891,3,500.0,4,6,2037.0,4,3,2,1,2003.0,5,9,2,5,3,3,2,False
61892,3,50.0,3,6,1083.0,4,1,2,2,2006.0,5,9,4,5,3,1,0,False
61893,3,250.0,3,6,1545.0,1,5,2,2,2009.0,5,9,3,5,3,1,0,False
61894,3,250.0,3,2,1644.0,4,2,2,2,1982.0,5,4,2,5,0,1,0,False
61895,3,250.0,4,2,383.0,1,2,2,2,1989.0,5,9,1,5,3,1,0,False
61896,3,200.0,4,4,780.0,1,3,2,2,1995.0,5,2,2,5,3,1,0,False
61897,3,250.0,3,6,1166.0,4,8,2,1,2000.0,3,2,2,0,3,8,0,True
61898,3,250.0,3,6,1166.0,4,8,2,2,2000.0,4,9,3,1,4,8,0,True
61899,3,250.0,4,6,1166.0,1,1,2,1,2000.0,3,2,4,0,3,8,0,True
61900,3,1200.0,4,2,1058.0,0,3,2,2,1990.0,5,6,5,5,3,1,0,False
61901,3,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,0,5,3,8,0,True
61902,3,400.0,3,2,1173.0,3,8,0,2,2010.0,3,9,2,0,3,6,0,False
61903,3,250.0,4,6,511.0,4,0,2,2,2010.0,0,9,1,5,3,6,0,False
61904,3,1200.0,4,4,418.0,1,0,2,2,1996.0,3,9,5,0,0,8,0,False
61905,3,250.0,4,6,1999.0,4,3,2,2,1988.0,5,9,1,5,3,1,0,False
61906,3,250.0,4,6,-27.0,4,3,2,1,2000.0,3,9,1,5,3,6,0,True
61907,3,250.0,3,6,-33.0,4,0,2,1,2000.0,3,0,1,5,3,8,0,False
61908,3,250.0,4,6,1166.0,1,2,1,2,2008.0,4,7,1,5,3,4,1,False
61909,3,250.0,3,6,1246.0,4,2,1,0,2000.0,5,8,1,5,3,1,0,False
61910,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,2,3,5,3,8,0,True
61911,3,250.0,3,8,457.0,6,7,0,2,1992.0,5,9,3,5,3,1,0,False
61912,3,20.0,3,6,-37.0,4,4,2,2,2006.0,0,9,4,5,3,4,1,False
61913,3,250.0,4,8,1166.0,6,6,2,2,2000.0,5,2,0,5,3,3,2,True
61914,3,50.0,3,0,33.0,1,4,0,2,2012.0,0,2,4,3,4,6,0,False
61915,3,1000.0,3,6,1100.0,1,5,2,1,2002.0,3,9,5,5,3,8,0,False
61916,3,300.0,3,6,1321.0,4,2,2,1,2007.0,5,9,2,5,0,1,0,False
61917,3,250.0,4,6,1693.0,4,3,1,2,1997.0,5,7,1,5,4,1,0,False
61918,3,250.0,3,6,-39.0,4,0,2,1,1970.0,2,9,1,0,4,6,0,False
61919,3,250.0,4,6,1166.0,4,7,2,2,2000.0,5,3,2,5,3,1,0,True
61920,3,50.0,4,6,-9.0,4,3,2,2,2008.0,2,5,4,5,3,6,0,False
61921,3,250.0,4,10,1166.0,1,8,2,2,2000.0,5,9,5,5,0,1,0,True
61922,3,250.0,4,2,1166.0,4,3,2,2,2000.0,5,9,1,5,3,1,0,True
61923,3,5000.0,4,6,1666.0,4,3,2,2,2009.0,5,6,5,5,3,3,2,False
61924,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
61925,3,30.0,4,8,-48.0,4,0,2,2,1990.0,0,5,4,5,3,3,2,False
61926,3,250.0,3,6,1166.0,1,5,2,2,2000.0,3,2,3,1,3,8,0,True
61927,3,250.0,3,6,1651.0,4,5,1,2,2011.0,5,9,3,5,3,1,0,False
61928,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,0,3,8,0,True
61929,3,250.0,4,2,1166.0,4,1,2,2,2000.0,3,9,1,5,3,8,0,True
61930,3,250.0,3,2,1134.0,1,2,2,2,1974.0,5,9,3,5,2,1,0,False
61931,3,50.0,3,6,463.0,4,4,2,1,2000.0,5,9,4,5,3,1,0,True
61932,3,250.0,3,2,1166.0,3,1,2,2,2000.0,2,9,1,5,3,6,0,True
61933,3,250.0,4,6,1166.0,4,3,2,1,2000.0,0,9,1,5,3,6,0,True
61934,3,250.0,3,3,1166.0,4,1,2,1,2000.0,4,9,0,5,2,8,0,True
61935,3,250.0,3,6,1328.0,4,2,2,2,1998.0,5,6,3,5,3,1,0,False
61936,3,250.0,4,2,1166.0,3,8,2,2,2000.0,0,9,3,3,4,0,2,True
61937,3,250.0,4,10,1243.0,8,2,2,2,1975.0,5,9,1,5,3,1,0,False
61938,3,250.0,3,2,1417.0,4,2,2,2,1980.0,5,4,2,5,0,1,0,False
61939,3,250.0,3,2,443.0,1,3,0,2,1985.0,3,9,1,5,3,8,0,False
61940,3,250.0,3,6,1547.0,4,8,1,0,1995.0,3,2,1,0,3,6,0,False
61941,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,3,2,True
61942,3,100.0,3,6,4.0,4,0,0,1,2000.0,0,2,4,5,3,6,0,False
61943,3,250.0,3,6,-27.0,4,3,2,2,2009.0,4,9,1,5,3,8,0,False
61944,3,250.0,3,2,1381.0,1,5,2,1,2000.0,3,9,3,5,0,8,0,False
61945,3,500.0,4,6,1765.0,4,3,2,2,2011.0,5,2,2,5,3,1,0,False
61946,3,250.0,4,2,232.0,1,2,2,1,2007.0,5,9,1,5,0,3,2,False
61947,3,250.0,3,6,1183.0,4,2,2,2,2005.0,5,3,3,5,3,1,0,False
61948,3,250.0,4,6,1166.0,4,1,1,1,2000.0,3,9,1,0,0,6,0,True
61949,3,400.0,4,9,1522.0,4,3,2,2,2004.0,4,9,5,5,4,6,0,False
61950,3,250.0,3,6,1166.0,1,1,2,2,2000.0,5,9,4,5,3,3,2,True
61951,3,10.0,4,6,43.0,1,2,1,1,1973.0,0,9,1,0,0,6,0,False
61952,3,250.0,4,6,1166.0,1,5,0,2,2000.0,4,2,3,5,4,8,0,True
61953,3,250.0,3,6,454.0,4,4,2,2,1975.0,5,9,1,5,3,1,0,False
61954,3,20.0,3,2,1002.0,1,2,2,2,2009.0,5,9,4,5,0,1,0,False
61955,3,50.0,3,6,77.0,4,4,2,2,2004.0,0,9,4,5,3,6,0,False
61956,3,250.0,4,6,1166.0,1,5,2,2,2000.0,5,9,1,5,3,1,0,True
61957,3,500.0,4,10,1566.0,4,3,2,1,2009.0,3,9,0,5,3,5,0,False
61958,3,250.0,3,6,953.0,1,3,2,2,1978.0,5,9,1,5,4,3,2,False
61959,3,50.0,3,6,1807.0,4,5,1,2,1984.0,3,7,4,5,4,6,0,False
61960,3,500.0,3,6,1017.0,1,5,2,2,2007.0,5,2,2,5,3,3,2,False
61961,3,50.0,3,6,1145.0,4,1,2,1,2011.0,0,9,4,0,0,6,0,False
61962,3,250.0,3,6,1223.0,4,1,2,0,2000.0,5,9,1,5,2,7,2,False
61963,3,2400.0,4,8,1674.0,1,3,2,2,2000.0,5,9,5,5,3,1,0,True
61964,3,500.0,3,6,860.0,1,4,0,1,1997.0,3,2,2,5,0,8,0,False
61965,3,250.0,3,2,713.0,3,2,2,2,1976.0,5,3,2,5,0,1,0,False
61966,3,250.0,4,6,-28.0,4,2,2,1,2006.0,4,5,1,0,0,8,0,False
61967,3,250.0,4,6,1954.0,1,3,2,2,2000.0,3,9,1,5,0,5,0,False
61968,3,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,3,5,3,6,0,True
61969,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
61970,3,250.0,3,6,1361.0,4,2,2,1,2012.0,5,6,1,5,0,1,0,False
61971,3,250.0,3,2,1244.0,4,2,2,2,1963.0,5,9,3,5,0,1,0,False
61972,3,250.0,3,6,1586.0,4,1,0,0,2007.0,5,7,3,3,1,2,2,False
61973,3,250.0,3,6,1366.0,4,8,0,2,2009.0,3,2,1,0,3,6,0,False
61974,3,250.0,4,6,1166.0,4,8,2,1,2000.0,3,9,1,5,3,8,0,True
61975,3,200.0,4,6,1842.0,0,7,2,1,2010.0,5,9,2,5,3,1,0,False
61976,3,250.0,3,6,1947.0,4,5,2,2,1978.0,5,9,1,5,3,3,2,False
61977,3,250.0,4,2,1166.0,1,8,2,2,2000.0,5,7,1,5,2,7,2,True
61978,3,250.0,4,6,1166.0,4,1,2,2,2000.0,2,9,4,5,3,6,0,True
61979,3,1000.0,4,6,1674.0,4,7,2,1,1978.0,5,9,5,5,3,1,0,False
61980,3,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
61981,3,250.0,4,6,1682.0,4,3,2,1,2008.0,5,9,1,5,3,1,0,False
61982,3,250.0,4,7,1166.0,4,8,0,2,2000.0,4,9,1,5,3,8,0,True
61983,3,250.0,3,6,1590.0,4,2,2,2,1996.0,5,9,1,5,0,1,0,False
61984,3,250.0,4,2,1166.0,4,3,2,2,2000.0,5,2,5,5,0,3,2,True
61985,3,200.0,4,4,290.0,1,3,2,2,1998.0,5,9,2,5,0,3,2,False
61986,3,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,5,5,3,6,0,True
61987,3,20.0,4,6,316.0,4,0,2,2,2003.0,0,1,4,5,3,3,2,False
61988,3,250.0,3,6,1227.0,4,1,2,2,2011.0,5,8,2,5,3,1,0,False
61989,3,250.0,3,6,1150.0,1,8,2,1,1999.0,3,2,1,0,3,8,0,False
61990,3,250.0,4,6,1166.0,4,8,2,1,2000.0,3,9,1,5,3,8,0,True
61991,3,250.0,4,2,1166.0,3,8,2,2,2000.0,4,9,1,5,0,6,0,True
61992,3,250.0,4,9,1166.0,4,8,2,2,2000.0,5,9,1,5,0,7,2,True
61993,3,250.0,3,2,1200.0,4,2,2,2,1962.0,5,4,1,5,3,1,0,False
61994,3,500.0,4,10,1584.0,4,3,2,1,2009.0,3,9,0,5,3,5,0,False
61995,3,5.0,3,6,1068.0,1,2,2,2,2007.0,5,8,4,5,3,3,2,False
61996,3,250.0,4,2,1166.0,1,8,2,2,2000.0,5,9,1,5,4,1,0,True
61997,3,500.0,3,2,1332.0,3,7,2,2,2006.0,5,9,2,5,3,1,0,False
61998,3,50.0,3,6,1082.0,4,1,2,2,2011.0,2,6,4,5,3,6,0,False
61999,3,250.0,4,6,1166.0,4,3,2,2,2000.0,4,9,1,0,3,6,0,True
62000,3,250.0,4,6,1644.0,1,3,1,2,2005.0,3,9,1,5,3,8,0,False
62001,3,250.0,4,2,1779.0,1,5,2,2,2001.0,5,5,1,5,3,3,2,False
62002,3,250.0,4,2,1166.0,4,3,2,2,2000.0,0,9,1,5,3,6,0,True
62003,3,250.0,4,0,1166.0,4,3,2,2,2000.0,2,9,4,5,3,6,0,True
62004,3,1500.0,4,6,2004.0,4,7,2,1,2006.0,5,9,5,5,3,1,0,False
62005,3,200.0,3,6,1040.0,1,5,2,2,2006.0,5,2,2,5,3,1,0,False
62006,3,1000.0,4,6,1663.0,1,7,2,1,2004.0,5,9,5,5,3,3,2,False
62007,3,20.0,3,6,1547.0,4,1,2,0,2000.0,3,9,4,5,0,6,0,False
62008,3,250.0,4,6,1166.0,4,7,2,2,2000.0,5,9,2,5,3,1,0,True
62009,3,10.0,3,6,477.0,4,4,2,2,2007.0,3,9,4,5,3,6,0,False
62010,3,250.0,5,2,1627.0,1,3,2,1,1979.0,5,9,1,5,3,3,2,False
62011,3,250.0,3,6,943.0,4,1,2,2,2002.0,5,9,0,5,0,3,2,False
62012,3,250.0,3,2,1314.0,1,2,1,2,1972.0,5,9,1,5,3,1,0,False
62013,3,3000.0,3,6,1162.0,4,8,2,1,1991.0,0,9,2,5,3,0,2,False
62014,3,250.0,4,8,1888.0,1,3,2,2,2000.0,3,9,0,5,3,5,0,True
62015,3,300.0,4,6,1166.0,4,2,2,2,2008.0,3,9,2,0,0,8,0,False
62016,3,250.0,4,2,1166.0,1,8,2,2,2000.0,5,7,1,5,4,1,0,True
62017,3,250.0,4,9,1166.0,4,1,2,2,2000.0,1,6,5,5,0,8,0,True
62018,3,250.0,3,6,1450.0,2,1,2,2,1995.0,4,9,1,5,3,8,0,False
62019,3,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,0,8,0,True
62020,3,250.0,4,6,1668.0,4,7,2,1,1998.0,5,9,1,5,0,1,0,False
62021,3,4000.0,3,8,436.0,6,4,2,1,1986.0,5,9,0,5,3,3,2,False
62022,3,250.0,3,2,531.0,3,4,2,2,2000.0,3,9,3,0,4,8,0,False
62023,3,250.0,3,6,1383.0,4,0,2,2,2004.0,5,9,1,5,0,1,0,False
62024,3,250.0,4,2,1166.0,4,1,2,1,2000.0,2,9,1,5,3,6,0,True
62025,3,250.0,3,0,1335.0,4,5,2,2,1980.0,5,8,2,5,3,3,2,False
62026,3,200.0,4,2,1770.0,1,2,2,2,2002.0,5,9,2,5,3,1,0,False
62027,3,250.0,4,2,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
62028,3,50.0,4,6,-16.0,4,0,1,1,2011.0,4,5,4,5,3,6,0,False
62029,3,250.0,4,6,-13.0,4,3,2,2,2008.0,0,5,1,5,3,6,0,False
62030,3,50.0,3,6,95.0,4,0,2,1,1970.0,0,9,4,5,4,3,2,False
62031,3,250.0,4,1,521.0,1,0,2,2,1970.0,5,9,1,5,0,3,2,False
62032,3,250.0,4,2,1207.0,3,8,2,2,1975.0,5,9,1,5,3,6,0,False
62033,3,33.0,3,6,731.0,1,2,2,2,2008.0,0,8,4,5,3,6,0,False
62034,3,250.0,3,6,1663.0,4,1,2,0,2000.0,4,9,1,5,0,7,2,False
62035,3,250.0,4,2,1280.0,9,8,2,2,1982.0,4,9,1,5,0,0,2,False
62036,3,250.0,4,6,1166.0,0,0,2,1,2000.0,5,9,1,5,4,1,0,True
62037,3,200.0,3,2,595.0,3,2,2,2,1967.0,5,9,2,5,3,3,2,False
62038,3,6500.0,3,6,1763.0,4,1,2,2,2003.0,5,9,5,5,0,1,0,False
62039,3,300.0,4,4,261.0,1,3,2,2,1995.0,5,9,2,5,0,3,2,False
62040,3,250.0,4,6,1616.0,1,6,2,2,2008.0,5,9,1,5,0,3,2,False
62041,3,250.0,3,6,544.0,4,4,2,1,2000.0,2,9,3,0,4,6,0,True
62042,3,250.0,3,2,1197.0,1,2,2,2,2004.0,5,6,3,5,0,3,2,False
62043,3,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,5,5,3,8,0,True
62044,3,250.0,3,6,1351.0,4,8,0,2,2009.0,5,7,3,5,3,2,2,False
62045,3,250.0,4,6,1557.0,1,3,2,2,2008.0,5,9,1,5,3,1,0,False
62046,3,1000.0,4,4,362.0,1,3,2,2,1994.0,3,7,5,5,0,8,0,False
62047,3,250.0,3,6,1566.0,4,1,2,2,2005.0,5,1,1,5,2,7,2,False
62048,3,200.0,4,6,1594.0,4,3,2,2,1999.0,5,9,2,5,0,1,0,False
62049,3,200.0,4,7,1164.0,1,8,2,2,1999.0,3,9,0,5,0,8,0,False
62050,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
62051,3,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
62052,3,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,1,5,2,3,2,True
62053,3,250.0,3,2,151.0,1,4,2,2,1985.0,4,9,1,0,3,8,0,False
62054,3,250.0,4,6,-21.0,4,3,2,1,2000.0,3,9,1,5,3,6,0,True
62055,3,500.0,3,6,862.0,9,5,2,2,1985.0,5,9,2,5,0,3,2,False
62056,3,20.0,3,6,794.0,4,2,2,2,2008.0,5,3,4,5,0,1,0,False
62057,3,250.0,4,2,1166.0,4,1,2,2,2000.0,3,9,1,5,3,8,0,True
62058,3,250.0,4,10,1166.0,8,7,2,1,2000.0,3,9,0,5,3,8,0,True
62059,3,250.0,4,10,1940.0,0,7,2,1,1984.0,5,9,1,5,3,1,0,False
62060,3,250.0,3,6,1534.0,4,1,2,0,1990.0,3,9,1,5,0,7,2,False
62061,3,250.0,3,2,391.0,4,4,2,1,1979.0,4,9,1,3,4,6,0,False
62062,3,300.0,4,4,248.0,1,3,2,2,1995.0,5,9,2,5,3,3,2,False
62063,3,250.0,3,6,299.0,4,4,2,2,1982.0,0,9,1,5,4,6,0,False
62064,3,50.0,4,2,159.0,1,2,2,1,2004.0,3,9,4,5,3,8,0,False
62065,3,5000.0,4,6,1635.0,1,3,2,2,1972.0,5,6,5,5,3,3,2,False
62066,3,200.0,4,6,341.0,4,0,2,1,1998.0,3,5,4,0,0,6,0,False
62067,3,250.0,4,6,1691.0,1,3,2,1,2008.0,5,9,1,5,0,1,0,False
62068,3,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,1,5,2,3,2,True
62069,3,250.0,3,1,903.0,1,4,2,2,1983.0,5,9,1,5,4,3,2,False
62070,3,250.0,3,6,1166.0,4,5,2,2,2000.0,2,9,4,5,0,6,0,True
62071,3,250.0,4,6,1166.0,4,7,0,0,2000.0,5,9,1,5,3,1,0,True
62072,3,250.0,3,9,1166.0,4,5,1,2,2000.0,3,9,1,0,3,6,0,True
62073,3,250.0,4,6,1166.0,1,5,2,2,2000.0,3,9,1,5,3,8,0,True
62074,3,250.0,3,6,835.0,4,1,2,1,1978.0,2,9,1,5,3,6,0,False
62075,3,500.0,4,4,305.0,1,3,2,1,1997.0,3,7,2,5,3,8,0,False
62076,3,10.0,3,6,1267.0,7,2,2,2,1999.0,5,8,4,5,3,1,0,False
62077,3,250.0,3,6,1166.0,4,8,0,1,2000.0,4,2,3,5,3,8,0,True
62078,3,100.0,4,10,2101.0,0,7,2,1,2000.0,5,9,2,5,3,1,0,False
62079,3,500.0,3,6,1593.0,4,2,2,2,2012.0,5,9,0,5,0,1,0,False
62080,3,1000.0,4,6,1992.0,4,3,2,2,2000.0,0,9,5,5,3,1,0,True
62081,3,250.0,3,6,1322.0,1,8,1,1,1998.0,4,2,1,5,0,8,0,False
62082,3,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,3,5,0,8,0,True
62083,3,250.0,4,6,1166.0,4,1,2,2,2000.0,5,9,4,5,3,1,0,True
62084,3,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
62085,3,250.0,3,6,1166.0,4,8,0,1,2000.0,3,2,3,5,3,8,0,True
62086,3,1200.0,3,8,765.0,1,4,2,2,1993.0,5,9,5,5,3,3,2,False
62087,3,250.0,3,6,1737.0,4,1,2,2,2010.0,3,9,1,5,3,8,0,False
62088,3,100.0,4,7,1183.0,1,8,2,2,1995.0,3,9,2,5,1,8,0,False
62089,3,250.0,4,10,1806.0,0,7,2,1,1995.0,5,9,1,5,3,1,0,False
62090,3,50.0,4,6,369.0,4,2,2,2,2002.0,0,9,4,5,0,3,2,False
62091,3,200.0,4,8,-18.0,4,0,2,2,1990.0,0,9,2,5,3,3,2,False
62092,3,250.0,4,9,1166.0,1,1,2,1,2000.0,2,9,4,5,3,6,0,True
62093,3,250.0,3,0,1341.0,4,5,2,2,1980.0,5,8,2,5,3,3,2,False
62094,3,250.0,4,7,1190.0,1,8,2,2,2002.0,3,9,1,0,0,8,0,False
62095,3,250.0,3,6,1166.0,4,8,2,2,2000.0,0,6,4,5,3,0,2,True
62096,3,25.0,4,6,-16.0,4,3,1,1,2009.0,0,5,4,5,3,6,0,False
62097,3,250.0,3,3,1166.0,4,5,0,2,2000.0,3,2,3,5,3,8,0,True
62098,3,250.0,3,3,1166.0,4,5,2,2,2000.0,3,2,3,5,0,8,0,True
62099,3,250.0,4,6,1988.0,1,7,2,1,2000.0,5,9,0,5,3,1,0,False
62100,3,1000.0,4,9,496.0,4,0,2,2,2008.0,5,9,2,5,3,3,2,False
62101,3,250.0,4,2,1166.0,3,8,2,2,2000.0,2,9,1,5,3,6,0,True
62102,3,250.0,3,2,891.0,1,2,1,2,1975.0,5,9,3,5,0,1,0,False
62103,3,250.0,3,6,1166.0,1,5,0,2,2000.0,3,2,3,5,3,8,0,True
62104,3,250.0,3,6,1307.0,1,5,2,1,1993.0,5,9,3,5,3,1,0,False
62105,3,250.0,3,6,1166.0,1,8,2,1,2000.0,4,2,3,5,3,8,0,True
62106,3,500.0,3,9,670.0,4,4,2,1,2006.0,3,2,2,5,0,8,0,False
62107,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
62108,3,250.0,4,6,1166.0,4,3,1,2,2000.0,5,8,1,5,2,3,2,True
62109,3,250.0,3,6,1344.0,2,2,2,2,1996.0,5,9,1,5,0,1,0,False
62110,3,250.0,3,2,1507.0,1,2,1,2,1974.0,5,9,3,5,3,1,0,False
62111,3,10.0,3,6,1425.0,4,1,2,2,1994.0,5,9,4,5,2,3,2,False
62112,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
62113,3,100.0,3,6,79.0,4,0,0,1,2010.0,0,5,4,5,3,6,0,False
62114,3,250.0,4,6,1084.0,4,0,2,2,2007.0,3,9,1,5,3,8,0,False
62115,3,250.0,4,6,89.0,4,0,2,1,2003.0,3,5,1,5,3,8,0,False
62116,3,250.0,3,6,1166.0,4,8,2,1,2000.0,3,2,1,0,3,8,0,True
62117,3,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,7,2,True
62118,3,500.0,4,1,1337.0,1,3,2,2,1978.0,5,6,2,5,4,3,2,False
62119,3,250.0,4,6,1166.0,1,1,0,2,2000.0,0,2,3,0,3,5,0,True
62120,3,250.0,4,2,1166.0,1,8,2,2,2000.0,0,9,1,5,0,6,0,True
62121,3,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
62122,3,500.0,4,1,1448.0,1,3,2,2,1978.0,5,6,2,5,3,3,2,False
62123,3,250.0,3,6,1166.0,2,5,2,2,2000.0,4,9,1,1,3,8,0,True
62124,3,250.0,3,6,1166.0,4,1,2,1,2000.0,5,2,3,5,2,7,2,True
62125,3,250.0,3,6,1166.0,1,8,0,1,2000.0,3,2,3,3,4,8,0,True
62126,3,250.0,4,6,1166.0,4,8,1,1,2000.0,6,3,4,5,0,6,0,True
62127,3,250.0,3,2,246.0,1,4,0,2,2000.0,4,9,3,5,4,8,0,False
62128,3,600.0,3,6,836.0,1,5,2,2,2009.0,5,9,2,5,3,3,2,False
62129,3,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,1,0,True
62130,3,4000.0,4,6,2145.0,4,7,2,2,2006.0,5,9,5,5,3,1,0,False
62131,3,250.0,3,6,1638.0,4,2,2,1,2002.0,5,9,1,5,0,1,0,False
62132,3,250.0,4,6,63.0,1,2,2,1,1976.0,0,9,1,0,0,3,2,False
62133,3,250.0,4,6,1166.0,4,7,2,1,2000.0,3,9,3,0,0,8,0,True
62134,3,50.0,3,0,1506.0,4,1,2,2,2007.0,0,2,4,5,3,6,0,False
62135,3,20.0,4,6,-19.0,4,0,2,1,2006.0,3,2,4,5,3,8,0,False
62136,3,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
62137,3,250.0,3,6,1166.0,4,1,2,2,2000.0,5,1,1,5,2,7,2,True
62138,3,250.0,3,6,812.0,1,5,2,2,1993.0,4,9,2,5,3,6,0,False
62139,3,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,0,5,3,6,0,True
62140,3,250.0,4,7,1166.0,4,8,2,2,2000.0,4,9,1,5,3,8,0,True
62141,3,250.0,3,6,1243.0,4,8,0,0,2011.0,6,5,1,0,3,8,0,False
62142,3,250.0,4,6,1166.0,1,2,2,2,1975.0,3,9,1,0,4,8,0,False
62143,3,250.0,3,6,1383.0,4,8,2,1,1978.0,0,9,1,5,0,3,2,False
62144,3,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,5,5,3,1,0,True
62145,3,250.0,3,2,1202.0,1,2,2,2,1990.0,5,9,1,5,0,1,0,False
62146,3,250.0,3,6,1350.0,1,8,1,1,1999.0,3,2,1,5,3,8,0,False
62147,3,250.0,3,2,1395.0,3,8,0,2,1979.0,2,2,1,0,0,6,0,False
62148,3,250.0,4,6,1633.0,1,6,1,1,1989.0,3,9,1,3,3,6,0,False
62149,3,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,1,5,3,1,0,True
62150,3,250.0,3,6,1401.0,4,8,1,1,2006.0,3,2,1,5,3,8,0,False
62151,3,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,4,8,0,True
62152,3,250.0,4,6,1166.0,1,8,2,2,2000.0,4,9,1,5,3,8,0,True
62153,3,50.0,4,6,52.0,1,0,2,2,2003.0,2,5,4,5,3,3,2,False
62154,3,250.0,3,6,1216.0,4,2,2,2,2003.0,5,6,3,5,0,3,2,False
62155,3,250.0,3,6,1911.0,1,1,2,2,1978.0,5,9,0,5,0,3,2,False
62156,3,10.0,3,6,1656.0,4,1,2,2,2009.0,5,9,4,3,2,3,2,False
62157,3,250.0,3,3,1166.0,4,5,2,2,2000.0,4,9,3,1,4,8,0,True
62158,3,250.0,4,6,1794.0,4,2,2,2,1985.0,5,9,1,5,3,1,0,False
62159,3,250.0,4,6,1166.0,4,8,2,1,2000.0,3,2,1,5,3,8,0,True
62160,3,500.0,3,6,1228.0,4,2,2,1,2008.0,5,9,0,5,2,3,2,False
62161,3,250.0,3,6,1313.0,4,8,1,0,2007.0,0,4,1,0,0,6,0,False
62162,3,5.0,3,6,904.0,7,2,2,2,1999.0,5,8,4,5,3,1,0,False
62163,3,50.0,3,6,1470.0,4,8,2,2,2000.0,3,9,4,5,3,5,0,False
62164,3,250.0,3,0,1263.0,4,2,2,2,1969.0,5,9,1,0,0,1,0,False
62165,3,20.0,4,6,273.0,4,0,2,2,2008.0,0,6,4,5,3,3,2,False
62166,3,1200.0,4,6,1756.0,1,3,2,2,2000.0,5,9,5,5,3,1,0,False
62167,3,250.0,4,10,1166.0,8,6,1,1,2000.0,3,9,0,5,3,8,0,True
62168,3,250.0,3,2,1646.0,4,2,2,2,1960.0,5,6,1,5,0,1,0,False
62169,3,250.0,3,9,1207.0,4,8,0,1,2012.0,5,1,3,5,2,7,2,False
62170,3,30.0,3,6,1592.0,4,1,2,0,2000.0,0,9,4,5,0,6,0,False
