,id,status_group
3588,64228,0
3589,37816,0
3590,31809,0
3591,18040,0
3592,8950,0
3593,56229,2
3594,11859,0
3595,31759,0
3596,37125,2
3597,21961,2
3598,56601,0
3599,61269,2
3600,33277,0
3601,51021,0
3602,54626,0
3603,19903,0
3604,36017,2
3605,26830,0
3606,57331,0
3607,34553,2
3608,59843,0
3609,57575,0
3610,11335,0
3611,13145,0
3612,42121,0
3613,16940,2
3614,37477,0
3615,22727,0
3616,63598,2
3617,44353,0
3618,53658,2
3619,19737,0
3620,19990,1
3621,5237,2
3622,62222,2
3623,12902,1
3624,44967,2
3625,7937,0
3626,32948,2
3627,55259,0
3628,43985,2
3629,46924,2
3630,15678,2
3631,69815,1
3632,25269,2
3633,25972,0
3634,48697,2
3635,10525,2
3636,59333,2
3637,55988,2
3638,3949,0
3639,61964,2
3640,155,2
3641,35257,0
3642,43066,2
3643,48024,0
3644,51224,2
3645,44891,0
3646,55407,2
3647,71866,2
3648,9734,2
3649,32113,2
3650,69770,0
3651,18286,2
3652,63378,0
3653,38560,0
3654,35790,0
3655,14852,2
3656,14114,2
3657,61376,2
3658,34424,1
3659,13461,0
3660,47223,2
3661,71048,1
3662,1781,2
3663,73317,0
3664,58146,0
3665,73438,0
3666,1822,0
3667,53257,0
3668,56453,0
3669,685,2
3670,44528,2
3671,29939,0
3672,21714,2
3673,37257,2
3674,49549,0
3675,8173,2
3676,36382,0
3677,28869,2
3678,71500,2
3679,41699,0
3680,63260,2
3681,64859,2
3682,5443,2
3683,4737,2
3684,47808,0
3685,992,2
3686,55002,0
3687,32467,2
3688,42660,0
3689,68458,2
3690,21711,2
3691,27953,0
3692,20344,0
3693,36260,2
3694,12702,0
3695,21463,2
3696,66013,2
3697,28849,0
3698,67257,2
3699,63384,2
3700,71802,0
3701,60610,2
3702,31707,2
3703,39316,0
3704,43625,1
3705,26101,2
3706,7883,2
3707,64769,2
3708,39463,2
3709,74181,2
3710,73897,0
3711,74153,0
3712,33704,2
3713,17126,2
3714,47447,2
3715,51247,0
3716,67533,2
3717,6533,2
3718,14468,2
3719,71872,0
3720,22342,2
3721,4559,2
3722,26044,0
3723,12750,0
3724,27398,2
3725,28874,2
3726,71495,2
3727,37808,2
3728,29509,0
3729,15775,0
3730,16117,2
3731,61746,0
3732,3784,2
3733,61903,2
3734,8142,0
3735,26610,2
3736,11203,2
3737,67195,2
3738,39860,2
3739,47437,2
3740,12399,2
3741,40888,0
3742,63657,0
3743,70866,0
3744,63182,2
3745,34916,0
3746,37248,0
3747,48590,2
3748,68360,2
3749,53358,1
3750,69464,2
3751,24090,0
3752,17158,2
3753,48134,2
3754,31991,0
3755,30548,0
3756,59607,2
3757,68062,2
3758,72158,0
3759,33210,2
3760,51434,0
3761,25649,2
3762,48561,2
3763,43678,0
3764,1887,2
3765,37609,2
3766,12670,0
3767,20612,2
3768,51496,1
3769,51516,2
3770,64631,2
3771,61247,2
3772,2753,0
3773,10603,2
3774,30964,2
3775,64158,0
3776,27013,2
3777,34866,0
3778,57067,2
3779,48499,2
3780,27399,0
3781,47334,2
3782,46672,2
3783,17559,0
3784,629,0
3785,36620,0
3786,59794,2
3787,6048,2
3788,34798,2
3789,46450,2
3790,39612,2
3791,24083,2
3792,56047,2
3793,5456,2
3794,67961,0
3795,48719,0
3796,68999,0
3797,71751,0
3798,7084,2
3799,12644,0
3800,42842,2
3801,57583,1
3802,18171,0
3803,5316,0
3804,18945,2
3805,19707,2
3806,70734,0
3807,11280,0
3808,69969,2
3809,10345,0
3810,69992,0
3811,13378,2
3812,60813,2
3813,24517,2
3814,67270,2
3815,35400,0
3816,13712,0
3817,53254,2
3818,68340,2
3819,68714,2
3820,18944,2
3821,52114,2
3822,17597,2
3823,60847,2
3824,34757,2
3825,39539,2
3826,16799,2
3827,68112,2
3828,52118,2
3829,20660,2
3830,65885,2
3831,21520,2
3832,31114,0
3833,22708,0
3834,52296,0
3835,71498,1
3836,57034,0
3837,71733,2
3838,31417,2
3839,29958,2
3840,60931,2
3841,50205,2
3842,71233,0
3843,22586,2
3844,53543,2
3845,40813,0
3846,35850,0
3847,27728,0
3848,67323,0
3849,55713,0
3850,893,2
3851,28002,1
3852,31475,0
3853,36465,0
3854,63198,0
3855,32935,0
3856,27989,0
3857,45955,0
3858,31925,0
3859,4217,2
3860,55178,2
3861,16277,1
3862,42198,2
3863,67792,0
3864,5026,2
3865,15902,0
3866,62846,0
3867,63063,2
3868,52959,2
3869,51817,0
3870,43049,2
3871,1721,2
3872,23655,1
3873,50177,2
3874,68410,0
3875,47820,2
3876,23638,0
3877,52868,0
3878,43194,2
3879,54800,0
3880,53596,0
3881,44296,2
3882,62012,0
3883,10798,0
3884,65548,2
3885,31089,2
3886,73977,2
3887,28997,1
3888,37767,2
3889,73118,1
3890,21130,2
3891,24449,2
3892,33856,1
3893,44712,2
3894,61179,2
3895,63580,2
3896,56465,2
3897,43171,2
3898,807,2
3899,20734,2
3900,28158,2
3901,56363,0
3902,25537,0
3903,66977,2
3904,9326,2
3905,72109,0
3906,35835,0
3907,8315,2
3908,36836,0
3909,28577,2
3910,29624,2
3911,47343,2
3912,53401,0
3913,37014,2
3914,66226,1
3915,49776,0
3916,56931,0
3917,32462,0
3918,7515,1
3919,73360,2
3920,36248,0
3921,3703,2
3922,8812,1
3923,52186,2
3924,10027,0
3925,33735,2
3926,6647,2
3927,36752,0
3928,70605,0
3929,69208,2
3930,36961,0
3931,2723,2
3932,28460,2
3933,66744,2
3934,69098,2
3935,26020,0
3936,18906,0
3937,12740,0
3938,52397,0
3939,2150,0
3940,16504,0
3941,1499,0
3942,56965,2
3943,4261,2
3944,57140,2
3945,26347,2
3946,69863,2
3947,59024,2
3948,29550,2
3949,61105,0
3950,48539,0
3951,54504,2
3952,63512,2
3953,34868,2
3954,8320,2
3955,10202,0
3956,25264,0
3957,13089,0
3958,60120,2
3959,64567,0
3960,1554,2
3961,71781,2
3962,1670,2
3963,56256,2
3964,34671,2
3965,51177,2
3966,44188,2
3967,6749,2
3968,20227,2
3969,26170,2
3970,24172,2
3971,32509,2
3972,72369,2
3973,67946,0
3974,38173,2
3975,50822,0
3976,30825,1
3977,34789,0
3978,54878,2
3979,25800,0
3980,9048,0
3981,7562,0
3982,10022,2
3983,63044,2
3984,59539,1
3985,35448,2
3986,6452,0
3987,4384,2
3988,50032,2
3989,21930,2
3990,41920,2
3991,14831,0
3992,6098,1
3993,34115,2
3994,72003,0
3995,36604,2
3996,12107,2
3997,24493,2
3998,16531,0
3999,15285,2
4000,20368,0
4001,7701,2
4002,30373,2
4003,2477,0
4004,43670,2
4005,8625,2
4006,67852,2
4007,39451,2
4008,5075,0
4009,46767,2
4010,49351,2
4011,56383,2
4012,22440,0
4013,69629,0
4014,32730,2
4015,4263,2
4016,49706,0
4017,55186,1
4018,34098,2
4019,5696,2
4020,39202,2
4021,58401,2
4022,8876,2
4023,59709,2
4024,69319,2
4025,55657,2
4026,39297,2
4027,19108,2
4028,17955,2
4029,23447,0
4030,23933,2
4031,64327,2
4032,48534,2
4033,27275,0
4034,44938,2
4035,54383,0
4036,23395,2
4037,40059,2
4038,37574,2
4039,35014,2
4040,70292,2
4041,14696,2
4042,68206,2
4043,53852,0
4044,49737,2
4045,57612,2
4046,14716,0
4047,25789,0
4048,22947,0
4049,42080,2
4050,37336,2
4051,309,2
4052,29925,1
4053,53896,2
4054,36690,0
4055,66815,2
4056,14684,0
4057,67935,2
4058,48724,2
4059,60341,2
4060,33720,2
4061,6820,2
4062,15885,2
4063,40080,0
4064,34738,2
4065,51308,2
4066,21718,2
4067,4969,2
4068,28561,0
4069,32841,1
4070,50452,2
4071,27481,0
4072,7734,0
4073,4073,2
4074,4979,2
4075,21178,2
4076,29342,2
4077,56098,2
4078,64335,0
4079,20553,0
4080,39829,2
4081,68068,2
4082,65422,1
4083,27612,2
4084,46831,2
4085,69275,2
4086,35309,2
4087,54588,2
4088,44245,2
4089,1814,0
4090,32001,0
4091,5051,0
4092,36777,0
4093,23967,2
4094,60695,0
4095,35148,0
4096,12738,2
4097,71944,2
4098,34997,0
4099,52598,2
4100,36749,0
4101,45600,2
4102,66990,2
4103,18921,2
4104,37356,0
4105,58,0
4106,2782,2
4107,3121,0
4108,68176,0
4109,63904,2
4110,31712,2
4111,64884,2
4112,72931,1
4113,13671,2
4114,40406,2
4115,55418,0
4116,17463,0
4117,5389,2
4118,65507,0
4119,43276,2
4120,41495,0
4121,69853,2
4122,5371,0
4123,26511,0
4124,69359,0
4125,26150,2
4126,39377,2
4127,57930,0
4128,16562,2
4129,61531,0
4130,22439,2
4131,2999,2
4132,16841,0
4133,60305,2
4134,60381,0
4135,10455,0
4136,27098,2
4137,2371,2
4138,41127,2
4139,28373,0
4140,45393,2
4141,67071,2
4142,49869,2
4143,22351,2
4144,34038,2
4145,44723,0
4146,60154,2
4147,1942,2
4148,10257,2
4149,12205,2
4150,55314,0
4151,23061,2
4152,55893,2
4153,48904,0
4154,4546,0
4155,39558,0
4156,49653,0
4157,39155,2
4158,13072,2
4159,12106,2
4160,4207,0
4161,24327,2
4162,49540,2
4163,41080,2
4164,6189,0
4165,32663,2
4166,64314,2
4167,39791,0
4168,57167,2
4169,11825,1
4170,42656,0
4171,54607,2
4172,45579,0
4173,46932,0
4174,22209,0
4175,32015,2
4176,40793,0
4177,39981,2
4178,49713,0
4179,55534,0
4180,7783,1
4181,55098,2
4182,43479,2
4183,53743,0
4184,23114,2
4185,56530,0
4186,16656,2
4187,54755,2
4188,45264,0
4189,28254,2
4190,14881,0
4191,72509,0
4192,30918,2
4193,22375,2
4194,38421,2
4195,58294,2
4196,22382,2
4197,22123,0
4198,65169,2
4199,54001,2
4200,15617,2
4201,66813,1
4202,49733,0
4203,8032,2
4204,43522,2
4205,20920,0
4206,30176,2
4207,40600,2
4208,52695,0
4209,24915,2
4210,62297,2
4211,37005,0
4212,22349,0
4213,47685,0
4214,61162,2
4215,9722,2
4216,42191,2
4217,1591,2
4218,1749,0
4219,5328,0
4220,21706,0
4221,72641,2
4222,36576,2
4223,29593,0
4224,29747,0
4225,24722,2
4226,2589,2
4227,12772,0
4228,45968,0
4229,7694,2
4230,70721,2
4231,54752,2
4232,15631,2
4233,15196,2
4234,27491,2
4235,58886,2
4236,11452,2
4237,68595,2
4238,17010,2
4239,32389,2
4240,70251,0
4241,61037,0
4242,28646,2
4243,64279,2
4244,23914,2
4245,17854,2
4246,15790,2
4247,41259,0
4248,57303,2
4249,65477,2
4250,36115,0
4251,5024,0
4252,26401,1
4253,50503,0
4254,37724,2
4255,62604,0
4256,60534,2
4257,59230,2
4258,70007,0
4259,44320,2
4260,44300,2
4261,41079,2
4262,36488,2
4263,46936,0
4264,51117,0
4265,21611,0
4266,55628,0
4267,70627,0
4268,56387,2
4269,64164,0
4270,211,0
4271,37448,2
4272,43859,2
4273,55991,2
4274,67415,2
4275,4815,0
4276,68895,2
4277,7529,2
4278,42134,2
4279,25759,0
4280,46155,2
4281,46770,2
4282,40396,2
4283,10161,2
4284,68598,2
4285,65668,2
4286,20689,2
4287,56474,0
4288,35602,2
4289,21596,0
4290,10972,2
4291,34504,2
4292,26729,1
4293,33566,0
4294,60252,2
4295,44621,0
4296,7735,0
4297,71771,0
4298,54855,2
4299,53293,2
4300,20396,1
4301,46415,0
4302,26014,0
4303,13069,2
4304,12438,0
4305,29991,2
4306,55410,2
4307,57016,2
4308,30747,0
4309,17037,2
4310,66182,2
4311,59989,0
4312,57515,2
4313,30252,0
4314,68035,0
4315,5458,2
4316,26151,0
4317,59485,0
4318,43995,2
4319,18700,0
4320,60209,2
4321,33950,0
4322,5031,1
4323,69205,2
4324,71438,2
4325,29381,0
4326,53476,2
4327,59701,0
4328,25204,0
4329,59623,2
4330,4256,0
4331,71737,2
4332,56498,0
4333,15268,2
4334,4932,0
4335,68591,2
4336,30743,2
4337,32203,2
4338,66855,0
4339,56575,0
4340,66689,0
4341,26201,2
4342,62446,2
4343,68896,2
4344,4285,2
4345,58304,2
4346,1090,0
4347,56425,2
4348,5448,0
4349,58864,2
4350,3294,2
4351,59793,0
4352,22124,0
4353,29314,2
4354,48488,0
4355,45616,0
4356,61676,2
4357,70593,2
4358,44518,0
4359,71455,0
4360,15000,2
4361,61442,2
4362,15983,0
4363,37233,2
4364,22220,0
4365,31231,0
4366,1795,2
4367,34190,2
4368,7104,0
4369,71818,0
4370,13527,0
4371,20332,0
4372,16943,2
4373,43641,0
4374,42880,2
4375,47758,2
4376,62580,0
4377,45459,2
4378,46129,0
4379,27706,2
4380,70080,2
4381,28446,2
4382,6610,2
4383,3554,0
4384,4691,0
4385,19103,2
4386,27372,2
4387,3735,0
4388,57310,2
4389,23690,0
4390,16483,0
4391,30119,2
4392,57721,2
4393,50631,0
4394,71776,2
4395,40418,1
4396,8683,2
4397,24816,1
4398,31418,0
4399,61889,2
4400,54922,0
4401,66417,0
4402,41927,0
4403,61208,2
4404,33786,0
4405,66677,2
4406,48550,2
4407,23063,2
4408,27690,0
4409,48021,0
4410,44126,0
4411,13873,2
4412,49418,2
4413,30356,0
4414,48082,0
4415,72114,2
4416,7421,2
4417,22275,0
4418,24609,2
4419,27332,2
4420,20951,0
4421,33633,0
4422,26713,2
4423,40360,2
4424,11383,0
4425,43349,2
4426,28954,2
4427,36421,0
4428,2116,2
4429,54232,0
4430,37376,2
4431,24479,2
4432,28364,2
4433,26169,2
4434,6752,2
4435,50594,2
4436,50856,1
4437,22568,2
4438,17831,2
4439,20238,0
4440,59665,1
4441,36675,2
4442,59115,2
4443,46658,2
4444,47812,0
4445,60337,0
4446,5925,0
4447,31724,0
4448,18356,2
4449,1949,2
4450,2167,2
4451,53020,2
4452,24037,2
4453,35004,2
4454,8176,2
4455,62817,2
4456,44223,2
4457,48211,2
4458,72329,2
4459,65035,1
4460,9044,2
4461,3890,2
4462,51633,0
4463,54844,2
4464,33149,2
4465,40421,0
4466,27362,2
4467,66893,1
4468,31148,2
4469,3362,0
4470,51273,2
4471,2769,2
4472,31711,2
4473,31865,2
4474,30803,2
4475,8755,0
4476,48751,1
4477,45069,2
4478,35483,0
4479,10863,2
4480,46944,2
4481,17175,2
4482,63331,2
4483,33245,2
4484,47058,2
4485,31091,2
4486,21102,2
4487,15897,2
4488,60918,2
4489,15964,2
4490,63592,1
4491,48162,0
4492,55336,2
4493,23352,2
4494,6273,2
4495,21356,2
4496,5093,2
4497,13518,2
4498,63302,0
4499,67702,2
4500,42060,2
4501,34084,1
4502,39302,2
4503,43093,2
4504,6677,2
4505,60475,2
4506,58084,2
4507,27102,0
4508,49393,0
4509,32029,2
4510,2534,0
4511,29386,0
4512,72884,0
4513,49553,2
4514,37640,2
4515,52508,2
4516,34229,2
4517,26645,2
4518,72591,2
4519,19022,0
4520,6843,0
4521,58105,0
4522,27222,0
4523,12353,2
4524,13469,0
4525,65600,2
4526,66340,0
4527,20533,0
4528,2638,2
4529,41245,2
4530,43236,0
4531,61688,2
4532,19508,2
4533,8407,0
4534,71177,0
4535,4740,2
4536,47394,2
4537,20283,0
4538,13542,0
4539,32220,0
4540,50079,2
4541,7409,0
4542,67526,0
4543,65825,2
4544,65748,2
4545,12304,0
4546,16886,2
4547,62540,0
4548,38544,1
4549,36281,2
4550,54460,2
4551,33503,2
4552,7085,0
4553,31584,0
4554,57994,1
4555,24268,0
4556,32295,2
4557,56790,0
4558,37155,0
4559,9050,1
4560,10367,2
4561,41842,0
4562,43939,0
4563,52426,2
4564,47664,0
4565,20760,0
4566,10490,0
4567,22461,2
4568,16069,2
4569,47408,2
4570,48598,2
4571,34799,0
4572,43548,0
4573,63173,0
4574,9774,0
4575,5586,0
4576,51441,0
4577,29407,0
4578,14925,1
4579,7545,0
4580,59994,2
4581,41183,2
4582,21300,2
4583,11250,2
4584,20863,2
4585,59895,0
4586,48954,2
4587,73416,2
4588,15152,0
4589,23013,2
4590,70529,0
4591,17961,2
4592,2498,0
4593,72551,0
4594,61577,0
4595,911,0
4596,41945,0
4597,23227,2
4598,35464,0
4599,40170,2
4600,25137,2
4601,17958,2
4602,42310,0
4603,24925,0
4604,16288,2
4605,22892,2
4606,53395,2
4607,71225,0
4608,66085,0
4609,7992,2
4610,26488,0
4611,29089,2
4612,57488,0
4613,42568,0
4614,62342,0
4615,6042,2
4616,55931,2
4617,50120,2
4618,14780,2
4619,65623,2
4620,17926,2
4621,21498,2
4622,18899,0
4623,25993,2
4624,72535,1
4625,51289,2
4626,27104,0
4627,30354,2
4628,54408,0
4629,25350,0
4630,36398,2
4631,67096,0
4632,47684,0
4633,73219,2
4634,49739,0
4635,110,0
4636,40616,0
4637,3350,0
4638,68614,2
4639,2016,2
4640,44757,2
4641,48832,0
4642,5270,0
4643,2801,2
4644,41269,2
4645,19326,2
4646,34202,0
4647,42911,0
4648,22262,2
4649,15408,2
4650,50064,2
4651,60181,2
4652,69782,0
4653,57210,2
4654,62568,2
4655,73904,0
4656,38504,1
4657,16951,2
4658,11940,0
4659,45124,2
4660,41573,2
4661,68579,0
4662,3805,0
4663,62667,2
4664,36172,2
4665,53569,0
4666,28618,0
4667,19459,2
4668,3664,2
4669,19947,2
4670,31071,2
4671,55861,2
4672,38218,1
4673,39255,1
4674,51942,1
4675,50790,2
4676,17930,0
4677,698,2
4678,21774,2
4679,11529,0
4680,38015,2
4681,53402,2
4682,55762,0
4683,4298,2
4684,31356,0
4685,20177,2
4686,51598,2
4687,64420,2
4688,26881,0
4689,63444,2
4690,38567,0
4691,11257,0
4692,68124,2
4693,14944,2
4694,50281,2
4695,48627,2
4696,470,2
4697,15407,0
4698,45543,0
4699,56078,0
4700,31388,2
4701,7246,2
4702,33908,0
4703,13710,2
4704,16404,2
4705,24105,2
4706,19610,2
4707,4411,1
4708,6982,0
4709,20296,0
4710,24643,0
4711,38334,0
4712,48315,2
4713,50851,2
4714,41147,2
4715,1514,2
4716,29844,0
4717,25169,2
4718,72723,2
4719,10136,0
4720,59605,0
4721,56356,0
4722,53971,2
4723,68077,2
4724,27737,1
4725,37311,0
4726,44229,2
4727,69141,0
4728,41340,2
4729,12100,0
4730,61502,0
4731,21189,2
4732,14063,2
4733,55070,2
4734,49559,0
4735,33842,2
4736,4130,0
4737,7818,2
4738,72361,0
4739,64742,0
4740,61231,2
4741,53261,2
4742,58156,2
4743,42102,2
4744,31210,2
4745,69881,2
4746,71904,2
4747,1215,2
4748,58848,2
4749,6857,2
4750,65644,0
4751,14807,0
4752,73199,0
4753,60173,0
4754,53803,2
4755,38979,0
4756,23825,2
4757,40376,2
4758,6132,0
4759,8903,2
4760,5779,0
4761,60441,0
4762,46075,0
4763,30392,2
4764,41801,2
4765,47412,0
4766,29654,2
4767,32394,2
4768,56666,2
4769,69076,2
4770,35188,2
4771,34273,2
4772,13381,2
4773,36639,0
4774,37876,2
4775,34566,0
4776,62432,0
4777,60288,2
4778,16011,2
4779,35758,2
4780,46456,2
4781,19936,2
4782,54818,2
4783,61822,2
4784,37824,0
4785,71017,2
4786,30698,2
4787,66683,2
4788,43384,0
4789,22428,0
4790,62652,2
4791,10643,2
4792,51461,2
4793,25245,2
4794,39179,0
4795,12703,2
4796,69265,0
4797,30517,2
4798,27715,2
4799,1504,2
4800,41032,0
4801,39742,0
4802,57079,2
4803,41477,0
4804,37456,0
4805,48056,2
4806,63113,2
4807,72360,2
4808,7551,2
4809,19322,2
4810,499,2
4811,33431,0
4812,6906,2
4813,68701,2
4814,4871,2
4815,39458,2
4816,57011,0
4817,64178,2
4818,15246,0
4819,50480,2
4820,68413,2
4821,8121,0
4822,31057,0
4823,42490,2
4824,30664,2
4825,14394,0
4826,4509,0
4827,26561,0
4828,9565,0
4829,66460,2
4830,29764,0
4831,6138,2
4832,54470,0
4833,10548,0
4834,1256,2
4835,5867,2
4836,13930,2
4837,46273,0
4838,69947,2
4839,31805,2
4840,522,0
4841,36310,2
4842,47096,1
4843,11048,2
4844,9469,2
4845,35945,2
4846,61346,0
4847,31897,0
4848,52291,2
4849,72256,0
4850,1291,2
4851,55682,0
4852,20974,2
4853,10315,0
4854,20699,1
4855,12157,2
4856,25750,2
4857,56563,2
4858,59935,0
4859,11608,2
4860,37509,1
4861,70547,2
4862,66064,0
4863,64905,0
4864,16523,0
4865,30701,2
4866,64533,2
4867,57607,2
4868,21781,1
4869,41554,2
4870,56419,1
4871,16991,2
4872,68549,2
4873,58628,2
4874,69701,2
4875,31191,2
4876,69347,0
4877,59209,2
4878,67918,2
4879,8061,0
4880,9841,0
4881,63310,2
4882,65350,2
4883,7606,2
4884,44982,2
4885,18683,2
4886,22239,2
4887,13696,2
4888,63396,2
4889,62899,2
4890,5394,0
4891,10986,2
4892,59594,0
4893,39182,0
4894,59577,2
4895,67854,2
4896,30071,0
4897,71403,2
4898,17965,2
4899,65452,2
4900,64723,2
4901,31752,2
4902,8795,2
4903,66556,2
4904,22598,2
4905,18378,2
4906,11939,2
4907,34346,2
4908,66548,2
4909,61197,2
4910,8672,2
4911,29283,2
4912,47333,1
4913,3225,1
4914,51152,2
4915,61277,2
4916,45438,2
4917,2166,2
4918,35456,2
4919,56027,2
4920,19698,0
4921,51033,0
4922,58323,2
4923,34236,0
4924,37071,2
4925,58591,2
4926,47868,2
4927,8112,1
4928,44275,2
4929,39331,0
4930,50046,0
4931,44980,2
4932,38007,2
4933,23789,2
4934,68862,2
4935,22079,2
4936,54985,2
4937,49959,0
4938,18380,2
4939,60583,2
4940,33497,0
4941,43490,2
4942,8807,2
4943,5747,0
4944,52709,0
4945,43612,0
4946,17914,0
4947,13399,0
4948,67798,0
4949,22412,2
4950,14586,2
4951,35573,1
4952,57894,0
4953,46208,0
4954,39006,0
4955,38238,0
4956,34634,0
4957,57416,2
4958,55916,2
4959,12828,2
4960,57643,2
4961,44684,0
4962,33002,2
4963,52177,2
4964,14719,2
4965,21400,2
4966,4201,0
4967,19517,2
4968,20607,2
4969,3932,2
4970,3481,2
4971,21181,2
4972,14888,0
4973,37744,0
4974,59540,0
4975,35488,2
4976,43842,0
4977,13433,0
4978,63071,0
4979,72521,0
4980,40848,0
4981,49705,0
4982,51192,2
4983,5217,2
4984,49051,2
4985,57482,2
4986,47095,0
4987,59635,0
4988,15497,0
4989,24011,2
4990,5577,2
4991,39850,2
4992,64109,2
4993,64474,0
4994,12837,0
4995,46738,2
4996,30574,0
4997,34210,0
4998,35436,2
4999,26739,2
5000,7241,0
5001,3353,2
5002,60625,2
5003,21867,0
5004,28436,2
5005,36486,2
5006,13432,2
5007,46602,2
5008,34097,2
5009,16828,2
5010,36742,2
5011,71633,2
5012,71052,2
5013,27476,2
5014,14966,2
5015,8531,2
5016,16018,2
5017,70095,2
5018,31557,2
5019,43472,2
5020,50305,2
5021,25706,1
5022,22292,0
5023,71416,0
5024,3190,1
5025,52905,0
5026,27084,2
5027,18937,2
5028,52417,2
5029,10267,2
5030,68003,0
5031,1329,2
5032,4936,2
5033,20002,0
5034,43332,2
5035,62311,2
5036,16242,2
5037,5406,0
5038,33750,2
5039,55547,2
5040,21572,2
5041,31085,0
5042,376,0
5043,72694,0
5044,52794,0
5045,59717,0
5046,7462,2
5047,9964,0
5048,8653,2
5049,69055,0
5050,5487,2
5051,51823,0
5052,15109,0
5053,27511,2
5054,63525,2
5055,72240,2
5056,53055,0
5057,73431,1
5058,15334,2
5059,33029,2
5060,52596,1
5061,43053,2
5062,56063,2
5063,49781,1
5064,44482,0
5065,3205,1
5066,37319,2
5067,62095,2
5068,16735,2
5069,13161,0
5070,30869,2
5071,39626,2
5072,56344,2
5073,13700,2
5074,9444,2
5075,23462,2
5076,25609,2
5077,34135,2
5078,56778,2
5079,22653,1
5080,41366,2
5081,54546,2
5082,43502,2
5083,43365,1
5084,69239,2
5085,50209,0
5086,35435,0
5087,60894,2
5088,64464,0
5089,59877,0
5090,69755,2
5091,36517,0
5092,38659,2
5093,4189,0
5094,72364,0
5095,64657,0
5096,46469,0
5097,27963,1
5098,6947,0
5099,34542,0
5100,53997,0
5101,62556,2
5102,5843,2
5103,21870,0
5104,43832,2
5105,40795,0
5106,21440,0
5107,11039,2
5108,43528,2
5109,239,0
5110,26380,2
5111,38647,2
5112,48412,2
5113,68511,0
5114,12238,0
5115,2093,0
5116,27339,2
5117,58736,1
5118,14276,2
5119,26025,2
5120,38020,0
5121,32110,2
5122,23427,2
5123,45970,2
5124,25224,2
5125,53274,2
5126,47911,2
5127,36300,0
5128,15658,0
5129,23520,2
5130,65249,0
5131,56702,0
5132,43405,2
5133,13672,0
5134,33163,0
5135,63981,2
5136,36722,2
5137,67643,2
5138,10936,2
5139,4825,0
5140,33878,2
5141,7487,2
5142,17229,0
5143,6380,2
5144,67059,0
5145,908,2
5146,29056,2
5147,28164,2
5148,70997,2
5149,50773,2
5150,71766,0
5151,26527,0
5152,53553,2
5153,71812,0
5154,8986,2
5155,59512,0
5156,63839,1
5157,5222,2
5158,34905,0
5159,57699,0
5160,39865,1
5161,32734,0
5162,54012,2
5163,23234,0
5164,49788,2
5165,59224,2
5166,18106,0
5167,42100,2
5168,29180,2
5169,54352,0
5170,38494,2
5171,54136,2
5172,4940,2
5173,28323,2
5174,61153,0
5175,31314,2
5176,22678,2
5177,53107,0
5178,54161,0
5179,59612,1
5180,11171,2
5181,23677,2
5182,22938,0
5183,15366,2
5184,72580,0
5185,59020,0
5186,46270,2
5187,51428,0
5188,1112,0
5189,31293,2
5190,47926,2
5191,27006,0
5192,59918,2
5193,70094,0
5194,40972,0
5195,7948,2
5196,52989,0
5197,5982,2
5198,24877,2
5199,51940,2
5200,1341,0
5201,43146,2
5202,6880,2
5203,32765,0
5204,32627,2
5205,70134,0
5206,8787,0
5207,4066,2
5208,70433,0
5209,32868,2
5210,11624,2
5211,15056,2
5212,22780,2
5213,44660,0
5214,1496,0
5215,6864,0
5216,8770,2
5217,9682,2
5218,73841,0
5219,37414,2
5220,10722,2
5221,41787,2
5222,45190,2
5223,9604,0
5224,47715,2
5225,38934,0
5226,6444,0
5227,18174,0
5228,36756,2
5229,68543,2
5230,11775,0
5231,12058,2
5232,48714,2
5233,52679,2
5234,23704,0
5235,48811,0
5236,10541,0
5237,72560,2
5238,31915,2
5239,53960,2
5240,29446,0
5241,26128,2
5242,23103,0
5243,16615,2
5244,4272,0
5245,28720,1
5246,68353,2
5247,73798,2
5248,9175,0
5249,63050,2
5250,27870,0
5251,36256,0
5252,26353,0
5253,24430,2
5254,62751,0
5255,7964,0
5256,56958,2
5257,51602,0
5258,15665,2
5259,64059,0
5260,40087,0
5261,64304,2
5262,4818,0
5263,46095,0
5264,6049,2
5265,18229,2
5266,14411,2
5267,30558,2
5268,60796,2
5269,50379,0
5270,37059,2
5271,2557,2
5272,5290,0
5273,38997,2
5274,47392,0
5275,44115,2
5276,9614,0
5277,47370,2
5278,62246,2
5279,69833,2
5280,10664,2
5281,66315,0
5282,17913,0
5283,13550,2
5284,56950,0
5285,19300,2
5286,13319,0
5287,72985,0
5288,67104,0
5289,28893,0
5290,26006,2
5291,63817,0
5292,1111,1
5293,9615,0
5294,16306,2
5295,67730,2
5296,16675,2
5297,69371,2
5298,58484,2
5299,28451,2
5300,42797,2
5301,1178,2
5302,24421,1
5303,29014,2
5304,12359,1
5305,18971,0
5306,44017,2
5307,15187,0
5308,10338,2
5309,58504,2
5310,38726,2
5311,62744,2
5312,67296,0
5313,55558,0
5314,36126,2
5315,69422,2
5316,54150,0
5317,27187,0
5318,73170,1
5319,4394,2
5320,39962,0
5321,71858,2
5322,60606,2
5323,30365,0
5324,73121,0
5325,54644,2
5326,26638,2
5327,36329,0
5328,34345,2
5329,2318,0
5330,71715,2
5331,73103,2
5332,2185,0
5333,46575,0
5334,20042,2
5335,61107,2
5336,65645,2
5337,18053,0
5338,56921,1
